Fund Holdings as of,"09/Jan/2026"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Market Currency
"NVDA","NVIDIA CORP","Information Technology","Equity","7,080,001,943.04","5.30","7,080,001,943.04","38,299,264.00","184.86","United States","NASDAQ","USD"
"AAPL","APPLE INC","Information Technology","Equity","6,066,647,700.32","4.54","6,066,647,700.32","23,389,936.00","259.37","United States","NASDAQ","USD"
"MSFT","MICROSOFT CORP","Information Technology","Equity","5,334,198,042.96","3.99","5,334,198,042.96","11,129,607.00","479.28","United States","NASDAQ","USD"
"AMZN","AMAZON COM INC","Consumer Discretionary","Equity","3,742,397,541.54","2.80","3,742,397,541.54","15,128,133.00","247.38","United States","NASDAQ","USD"
"GOOGL","ALPHABET INC CLASS A","Communication","Equity","3,012,398,759.70","2.25","3,012,398,759.70","9,168,210.00","328.57","United States","NASDAQ","USD"
"GOOG","ALPHABET INC CLASS C","Communication","Equity","2,535,181,430.74","1.90","2,535,181,430.74","7,702,441.00","329.14","United States","NASDAQ","USD"
"AVGO","BROADCOM INC","Information Technology","Equity","2,439,210,771.27","1.83","2,439,210,771.27","7,070,791.00","344.97","United States","NASDAQ","USD"
"META","META PLATFORMS INC CLASS A","Communication","Equity","2,230,463,083.18","1.67","2,230,463,083.18","3,415,403.00","653.06","United States","NASDAQ","USD"
"TSLA","TESLA INC","Consumer Discretionary","Equity","1,982,375,366.76","1.48","1,982,375,366.76","4,454,676.00","445.01","United States","NASDAQ","USD"
"JPM","JPMORGAN CHASE & CO","Financials","Equity","1,426,685,758.32","1.07","1,426,685,758.32","4,333,928.00","329.19","United States","New York Stock Exchange Inc.","USD"
"LLY","ELI LILLY","Health Care","Equity","1,347,802,791.36","1.01","1,347,802,791.36","1,267,256.00","1,063.56","United States","New York Stock Exchange Inc.","USD"
"BRKB","BERKSHIRE HATHAWAY INC CLASS B","Financials","Equity","1,084,427,011.50","0.81","1,084,427,011.50","2,172,765.00","499.10","United States","New York Stock Exchange Inc.","USD"
"V","VISA INC CLASS A","Financials","Equity","936,459,507.66","0.70","936,459,507.66","2,677,358.00","349.77","United States","New York Stock Exchange Inc.","USD"
"XOM","EXXON MOBIL CORP","Energy","Equity","837,310,539.89","0.63","837,310,539.89","6,719,449.00","124.61","United States","New York Stock Exchange Inc.","USD"
"WMT","WALMART INC","Consumer Staples","Equity","793,003,085.81","0.59","793,003,085.81","6,923,977.00","114.53","United States","NASDAQ","USD"
"ASML","ASML HOLDING NV","Information Technology","Equity","777,798,157.08","0.58","777,798,157.08","617,746.00","1,259.09","Netherlands","Euronext Amsterdam","EUR"
"MA","MASTERCARD INC CLASS A","Financials","Equity","775,237,415.96","0.58","775,237,415.96","1,346,974.00","575.54","United States","New York Stock Exchange Inc.","USD"
"JNJ","JOHNSON & JOHNSON","Health Care","Equity","774,815,714.91","0.58","774,815,714.91","3,790,869.00","204.39","United States","New York Stock Exchange Inc.","USD"
"COST","COSTCO WHOLESALE CORP","Consumer Staples","Equity","643,094,035.76","0.48","643,094,035.76","695,327.00","924.88","United States","NASDAQ","USD"
"PLTR","PALANTIR TECHNOLOGIES INC CLASS A","Information Technology","Equity","632,252,570.63","0.47","632,252,570.63","3,562,187.00","177.49","United States","NASDAQ","USD"
"BAC","BANK OF AMERICA CORP","Financials","Equity","619,416,767.85","0.46","619,416,767.85","11,090,721.00","55.85","United States","New York Stock Exchange Inc.","USD"
"ABBV","ABBVIE INC","Health Care","Equity","613,500,510.00","0.46","613,500,510.00","2,787,625.00","220.08","United States","New York Stock Exchange Inc.","USD"
"MU","MICRON TECHNOLOGY INC","Information Technology","Equity","609,539,713.89","0.46","609,539,713.89","1,766,321.00","345.09","United States","NASDAQ","USD"
"NFLX","NETFLIX INC","Communication","Equity","599,879,844.90","0.45","599,879,844.90","6,705,565.00","89.46","United States","NASDAQ","USD"
"HD","HOME DEPOT INC","Consumer Discretionary","Equity","583,910,157.60","0.44","583,910,157.60","1,558,590.00","374.64","United States","New York Stock Exchange Inc.","USD"
"GE","GE AEROSPACE","Industrials","Equity","537,512,600.98","0.40","537,512,600.98","1,671,422.00","321.59","United States","New York Stock Exchange Inc.","USD"
"ORCL","ORACLE CORP","Information Technology","Equity","535,569,241.20","0.40","535,569,241.20","2,697,810.00","198.52","United States","New York Stock Exchange Inc.","USD"
"PG","PROCTER & GAMBLE","Consumer Staples","Equity","522,466,493.31","0.39","522,466,493.31","3,682,713.00","141.87","United States","New York Stock Exchange Inc.","USD"
"AMD","ADVANCED MICRO DEVICES INC","Information Technology","Equity","522,359,009.48","0.39","522,359,009.48","2,571,044.00","203.17","United States","NASDAQ","USD"
"CVX","CHEVRON CORP","Energy","Equity","494,254,423.13","0.37","494,254,423.13","3,048,883.00","162.11","United States","New York Stock Exchange Inc.","USD"
"UNH","UNITEDHEALTH GROUP INC","Health Care","Equity","493,888,547.88","0.37","493,888,547.88","1,435,806.00","343.98","United States","New York Stock Exchange Inc.","USD"
"WFC","WELLS FARGO","Financials","Equity","490,396,612.00","0.37","490,396,612.00","5,110,960.00","95.95","United States","New York Stock Exchange Inc.","USD"
"ROG","ROCHE HOLDING PAR AG","Health Care","Equity","474,655,724.40","0.36","474,655,724.40","1,115,817.00","425.39","Switzerland","SIX Swiss Exchange","CHF"
"AZN","ASTRAZENECA PLC","Health Care","Equity","464,530,693.92","0.35","464,530,693.92","2,435,191.00","190.76","United Kingdom","London Stock Exchange","GBP"
"CAT","CATERPILLAR INC","Industrials","Equity","462,881,485.20","0.35","462,881,485.20","749,460.00","617.62","United States","New York Stock Exchange Inc.","USD"
"CSCO","CISCO SYSTEMS INC","Information Technology","Equity","458,181,817.64","0.34","458,181,817.64","6,201,703.00","73.88","United States","NASDAQ","USD"
"GS","GOLDMAN SACHS GROUP INC","Financials","Equity","453,043,765.30","0.34","453,043,765.30","482,485.00","938.98","United States","New York Stock Exchange Inc.","USD"
"KO","COCA-COLA","Consumer Staples","Equity","451,518,682.12","0.34","451,518,682.12","6,403,612.00","70.51","United States","New York Stock Exchange Inc.","USD"
"IBM","INTERNATIONAL BUSINESS MACHINES CO","Information Technology","Equity","446,671,927.66","0.33","446,671,927.66","1,468,253.00","304.22","United States","New York Stock Exchange Inc.","USD"
"MRK","MERCK & CO INC","Health Care","Equity","440,008,655.94","0.33","440,008,655.94","3,980,898.00","110.53","United States","New York Stock Exchange Inc.","USD"
"HSBA","HSBC HOLDINGS PLC","Financials","Equity","439,701,287.48","0.33","439,701,287.48","27,439,532.00","16.02","United Kingdom","London Stock Exchange","GBP"
"LRCX","LAM RESEARCH CORP","Information Technology","Equity","434,018,013.36","0.32","434,018,013.36","1,987,626.00","218.36","United States","NASDAQ","USD"
"NOVN","NOVARTIS AG","Health Care","Equity","425,514,036.42","0.32","425,514,036.42","2,989,307.00","142.35","Switzerland","SIX Swiss Exchange","CHF"
"SAP","SAP","Information Technology","Equity","404,664,599.44","0.30","404,664,599.44","1,637,015.00","247.20","Germany","Xetra","EUR"
"PM","PHILIP MORRIS INTERNATIONAL INC","Consumer Staples","Equity","398,159,040.72","0.30","398,159,040.72","2,448,552.00","162.61","United States","New York Stock Exchange Inc.","USD"
"RTX","RTX CORP","Industrials","Equity","393,297,521.50","0.29","393,297,521.50","2,086,459.00","188.50","United States","New York Stock Exchange Inc.","USD"
"CRM","SALESFORCE INC","Information Technology","Equity","389,067,014.58","0.29","389,067,014.58","1,496,757.00","259.94","United States","New York Stock Exchange Inc.","USD"
"NESN","NESTLE SA","Consumer Staples","Equity","381,569,328.88","0.29","381,569,328.88","4,053,763.00","94.13","Switzerland","SIX Swiss Exchange","CHF"
"AMAT","APPLIED MATERIAL INC","Information Technology","Equity","378,210,399.16","0.28","378,210,399.16","1,255,762.00","301.18","United States","NASDAQ","USD"
"RY","ROYAL BANK OF CANADA","Financials","Equity","376,562,039.71","0.28","376,562,039.71","2,220,648.00","169.57","Canada","Toronto Stock Exchange","CAD"
"TMO","THERMO FISHER SCIENTIFIC INC","Health Care","Equity","371,872,355.14","0.28","371,872,355.14","600,899.00","618.86","United States","New York Stock Exchange Inc.","USD"
"C","CITIGROUP INC","Financials","Equity","358,297,510.32","0.27","358,297,510.32","2,953,326.00","121.32","United States","New York Stock Exchange Inc.","USD"
"MS","MORGAN STANLEY","Financials","Equity","353,400,783.12","0.26","353,400,783.12","1,896,741.00","186.32","United States","New York Stock Exchange Inc.","USD"
"SIE","SIEMENS N AG","Industrials","Equity","349,267,849.78","0.26","349,267,849.78","1,180,301.00","295.92","Germany","Xetra","EUR"
"ABT","ABBOTT LABORATORIES","Health Care","Equity","344,320,810.72","0.26","344,320,810.72","2,734,441.00","125.92","United States","New York Stock Exchange Inc.","USD"
"MCD","MCDONALDS CORP","Consumer Discretionary","Equity","342,544,403.76","0.26","342,544,403.76","1,114,618.00","307.32","United States","New York Stock Exchange Inc.","USD"
"AXP","AMERICAN EXPRESS","Financials","Equity","333,934,568.06","0.25","333,934,568.06","889,046.00","375.61","United States","New York Stock Exchange Inc.","USD"
"DIS","WALT DISNEY","Communication","Equity","329,859,836.32","0.25","329,859,836.32","2,846,564.00","115.88","United States","New York Stock Exchange Inc.","USD"
"LIN","LINDE PLC","Materials","Equity","327,304,723.20","0.24","327,304,723.20","737,040.00","444.08","United States","NASDAQ","USD"
"ISRG","INTUITIVE SURGICAL INC","Health Care","Equity","327,176,440.32","0.24","327,176,440.32","558,093.00","586.24","United States","NASDAQ","USD"
"INTC","INTEL CORPORATION CORP","Information Technology","Equity","324,480,617.70","0.24","324,480,617.70","7,123,614.00","45.55","United States","NASDAQ","USD"
"SHEL","SHELL PLC","Energy","Equity","323,405,337.96","0.24","323,405,337.96","9,129,338.00","35.42","United Kingdom","London Stock Exchange","GBP"
"7203","TOYOTA MOTOR CORP","Consumer Discretionary","Equity","319,501,007.76","0.24","319,501,007.76","14,888,200.00","21.46","Japan","Tokyo Stock Exchange","JPY"
"SHOP","SHOPIFY SUBORDINATE VOTING INC CLA","Information Technology","Equity","317,903,830.84","0.24","317,903,830.84","1,927,855.00","164.90","Canada","Toronto Stock Exchange","CAD"
"USD","USD CASH","Cash and/or Derivatives","Cash","304,729,759.47","0.23","304,729,759.47","304,729,759.00","100.00","United States","-","USD"
"8306","MITSUBISHI UFJ FINANCIAL GROUP INC","Financials","Equity","301,847,115.20","0.23","301,847,115.20","18,037,136.00","16.73","Japan","Tokyo Stock Exchange","JPY"
"PEP","PEPSICO INC","Consumer Staples","Equity","301,203,284.76","0.23","301,203,284.76","2,152,836.00","139.91","United States","NASDAQ","USD"
"QCOM","QUALCOMM INC","Information Technology","Equity","300,775,492.98","0.23","300,775,492.98","1,691,841.00","177.78","United States","NASDAQ","USD"
"MC","LVMH","Consumer Discretionary","Equity","298,667,880.51","0.22","298,667,880.51","393,445.00","759.11","France","Nyse Euronext - Euronext Paris","EUR"
"NOVO B","NOVO NORDISK CLASS B","Health Care","Equity","298,249,800.94","0.22","298,249,800.94","5,018,955.00","59.42","Denmark","Omx Nordic Exchange Copenhagen A/S","DKK"
"KLAC","KLA CORP","Information Technology","Equity","292,756,800.00","0.22","292,756,800.00","209,112.00","1,400.00","United States","NASDAQ","USD"
"SAN","BANCO SANTANDER SA","Financials","Equity","285,834,239.49","0.21","285,834,239.49","23,950,543.00","11.93","Spain","Bolsa De Madrid","EUR"
"INTU","INTUIT INC","Information Technology","Equity","285,153,520.00","0.21","285,153,520.00","440,800.00","646.90","United States","NASDAQ","USD"
"BKNG","BOOKING HOLDINGS INC","Consumer Discretionary","Equity","284,683,521.85","0.21","284,683,521.85","51,835.00","5,492.11","United States","NASDAQ","USD"
"AMGN","AMGEN INC","Health Care","Equity","276,226,592.10","0.21","276,226,592.10","847,061.00","326.10","United States","NASDAQ","USD"
"TJX","TJX INC","Consumer Discretionary","Equity","276,079,126.40","0.21","276,079,126.40","1,749,440.00","157.81","United States","New York Stock Exchange Inc.","USD"
"SCHW","CHARLES SCHWAB CORP","Financials","Equity","274,581,796.86","0.21","274,581,796.86","2,741,158.00","100.17","United States","New York Stock Exchange Inc.","USD"
"TXN","TEXAS INSTRUMENT INC","Information Technology","Equity","273,921,366.33","0.20","273,921,366.33","1,439,343.00","190.31","United States","NASDAQ","USD"
"BA","BOEING","Industrials","Equity","272,730,246.40","0.20","272,730,246.40","1,162,880.00","234.53","United States","New York Stock Exchange Inc.","USD"
"ACN","ACCENTURE PLC CLASS A","Information Technology","Equity","271,744,132.66","0.20","271,744,132.66","968,198.00","280.67","United States","New York Stock Exchange Inc.","USD"
"T","AT&T INC","Communication","Equity","271,122,217.32","0.20","271,122,217.32","11,301,468.00","23.99","United States","New York Stock Exchange Inc.","USD"
"ALV","ALLIANZ","Financials","Equity","271,033,252.40","0.20","271,033,252.40","609,015.00","445.04","Germany","Xetra","EUR"
"SPGI","S&P GLOBAL INC","Financials","Equity","269,932,184.90","0.20","269,932,184.90","498,085.00","541.94","United States","New York Stock Exchange Inc.","USD"
"CBA","COMMONWEALTH BANK OF AUSTRALIA","Financials","Equity","269,830,456.08","0.20","269,830,456.08","2,635,931.00","102.37","Australia","Asx - All Markets","AUD"
"VZ","VERIZON COMMUNICATIONS INC","Communication","Equity","268,026,582.18","0.20","268,026,582.18","6,624,483.00","40.46","United States","New York Stock Exchange Inc.","USD"
"UBER","UBER TECHNOLOGIES INC","Industrials","Equity","267,091,677.12","0.20","267,091,677.12","3,126,073.00","85.44","United States","New York Stock Exchange Inc.","USD"
"APH","AMPHENOL CORP CLASS A","Information Technology","Equity","266,733,870.72","0.20","266,733,870.72","1,903,067.00","140.16","United States","New York Stock Exchange Inc.","USD"
"GEV","GE VERNOVA INC","Industrials","Equity","266,697,052.50","0.20","266,697,052.50","428,429.00","622.50","United States","New York Stock Exchange Inc.","USD"
"TD","TORONTO DOMINION","Financials","Equity","259,974,520.13","0.19","259,974,520.13","2,752,753.00","94.44","Canada","Toronto Stock Exchange","CAD"
